"Région de Bruxelles";"Nom français";"Nom néerlandais";"Type";"Province";"Superficie (km²)";"Population (2008)";"Densité (hab./km²)";"Sections";"Carte"
"Région flamande";"Borgloon";"Borgloon";"Ville";"Limbourg";"51,12";"10 330";202;"Borgloon, Bommershoven, Broekom, Gors-Opleeuw, Gotem, Groot-Loon, Hendrieken, Hoepertingen, Jesseren, Kerniel, Kuttekoven, Rijkel, Voort";
"Région flamande";"Bornem";"Bornem";"Commune";"Anvers";"45,76";"20 556";449;"Bornem, Weert, Mariekerke, Hingene";
"Région flamande";"Borsbeek";"Borsbeek";"Commune";"Anvers";"3,92";"10 125";"2 583";"Borsbeek";
"Région flamande";"Bourg-Léopold";"Leopoldsburg";"Commune";"Limbourg";"22,49";"14 907";663;"Leopoldsburg, Heppen";
"Région flamande";"Boutersem";"Boutersem";"Commune";"Brabant flamand";"30,75";"7 691";250;"Boutersem, Kerkom, Neervelp, Roosbeek, Vertrijk, Willebringen";
"Région flamande";"Brakel";"Brakel";"Commune";"Flandre-Orientale";"56,46";"14 109";250;"Elst, Everbeek, Michelbeke, Nederbrakel, Opbrakel, Parike, Zegelsem";
"Région flamande";"Brasschaat";"Brasschaat";"Commune";"Anvers";"38,49";"36 949";960;"Brasschaat";
"Région flamande";"Brecht";"Brecht";"Commune";"Anvers";"90,84";"27 597";304;"Brecht, Sint-Job-in-'t-Goor, Saint-Léonard";
"Région flamande";"Bredene";"Bredene";"Commune";"Flandre-Occidentale";"13,08";"16 202";"1 239";"Bredene";
"Région flamande";"Bree";"Bree";"Ville";"Limbourg";"64,96";"15 173";234;"Beek, Bree, Gerdingen, Opitter, Tongerlo";
"Région flamande";"Bruges";"Brugge";"Ville";"Flandre-Occidentale";"138,4";"116 741";844;"Bruges, Koolkerke, Sint-Andries, Sint-Michiels, Assebroek, Sint-Kruis, Dudzele, Lissewege, Sint-Jozef, Zwankendamme, Sint-Pieters-op-den-Dijk, Zeebrugge";
"Région flamande";"Buggenhout";"Buggenhout";"Commune";"Flandre-Orientale";"25,25";"14 081";558;"Buggenhout, Opdorp";
"Région flamande";"Le Coq";"De Haan";"Commune";"Flandre-Occidentale";"42,17";"12 401";294;"Klemskerke, Wenduine, Vlissegem";
"Région flamande";"Courtrai";"Kortrijk";"Ville";"Flandre-Occidentale";"80,02";"74 911";936;"Kortrijk, Bissegem, Heule, Bellegem, Kooigem, Marke, Rollegem, Aalbeke";
"Région flamande";"Coxyde";"Koksijde";"Commune";"Flandre-Occidentale";"43,96";"21 832";497;"Koksijde, Oostduinkerke, Wulpen";
"Région flamande";"Damme";"Damme";"Ville";"Flandre-Occidentale";"89,52";"10 839";121;"Damme, Hoeke, Lapscheure, Moerkerke, Oostkerke, Sijsele";
"Région flamande";"De Pinte";"De Pinte";"Commune";"Flandre-Orientale";"17,98";"10 227";569;"De Pinte, Zevergem";
"Région flamande";"Deerlijk";"Deerlijk";"Commune";"Flandre-Occidentale";"16,82";"11 262";670;"Deerlijk";
"Région flamande";"Deinze";"Deinze";"Ville";"Flandre-Orientale";"75,55";"29 298";388;"Deinze, Astene, Bachte-Maria-Leerne, Gottem, Grammene, Meigem, Petegem-aan-de-Leie, Sint-Martens-Leerne, Vinkt, Wontergem, Zeveren";
"Région flamande";"Denderleeuw";"Denderleeuw";"Commune";"Flandre-Orientale";"13,77";"18 485";"1 342";"Denderleeuw, Iddergem, Welle";
"Région flamande";"Dentergem";"Dentergem";"Commune";"Flandre-Occidentale";"25,94";"8 254";318;"Dentergem, Markegem, Oeselgem, Wakken";
"Région flamande";"Dessel";"Dessel";"Commune";"Anvers";"27,03";"9 107";337;"Dessel";
"Région flamande";"Destelbergen";"Destelbergen";"Commune";"Flandre-Orientale";"26,56";"17 671";665;"Destelbergen, Heusden";
"Région flamande";"Diepenbeek";"Diepenbeek";"Commune";"Limbourg";"41,19";"18 208";442;"Diepenbeek";
"Région flamande";"Diest";"Diest";"Ville";"Brabant flamand";"58,2";"23 048";396;"Diest, Deurne, Kaggevinne, Molenstede, Schaffen, Webbekom";
"Région flamande";"Dilbeek";"Dilbeek";"Commune";"Brabant flamand";"41,18";"39 998";971;"Dilbeek, Bodeghem-Saint-Martin, Chapelle-Saint-Ulric, Grand-Bigard, Itterbeek, Schepdaal";
"Région flamande";"Dilsen-Stokkem";"Dilsen-Stokkem";"Ville";"Limbourg";"65,61";"19 663";300;"Dilsen, Elen, Lanklaar, Rotem, Stokkem";
"Région flamande";"Dixmude";"Diksmuide";"Ville";"Flandre-Occidentale";"149,4";"16 275";109;"Dixmude, Beerst, Esen, Kaaskerke, Keiem, Lampernisse, Leke, Nieuwkapelle, Oostkerke, Oudekapelle, Pervijze, Sint-Jacobskapelle, Stuivekenskerke, Vladslo, Woumen";
"Région flamande";"Drogenbos";"Drogenbos";"Commune";"Brabant flamand";"2,49";"4 953";"1 989";"Drogenbos";
"Région flamande";"Duffel";"Duffel";"Commune";"Anvers";"22,71";"16 577";730;"Duffel";
"Région flamande";"Edegem";"Edegem";"Commune";"Anvers";"8,65";"21 171";"2 448";"Edegem";
"Région flamande";"Eeklo";"Eeklo";"Ville";"Flandre-Orientale";"30,05";"20 043";667;"Eeklo";
"Région flamande";"Erpe-Mere";"Erpe-Mere";"Commune";"Flandre-Orientale";"34,03";"19 280";567;"Aaigem, Bambrugge, Burst, Erondegem, Erpe, Mere, Ottergem, Vlekkem";
"Région flamande";"Espierres-Helchin";"Spiere-Helkijn";"Commune";"Flandre-Occidentale";"10,78";"2 110";196;"Helkijn, Spiere";
"Région flamande";"Essen";"Essen";"Commune";"Anvers";"47,48";"17 797";375;"Essen";
"Région flamande";"Evergem";"Evergem";"Commune";"Flandre-Orientale";"75,04";"33 112";441;"Evergem, Sleidinge, Ertvelde";
"Région flamande";"Fourons";"Voeren";"Commune";"Limbourg";"50,63";"4 194";83;"Mouland, Fouron-le-Comte, Fouron-Saint-Pierre, Fouron-Saint-Martin, Teuven, Remersdaal";
"Région flamande";"Furnes";"Veurne";"Ville";"Flandre-Occidentale";"96,34";"11 666";121;"Veurne, Avekapelle, Booitshoeke, Bulskamp, De Moeren, Eggewaartskapelle, Houtem, Steenkerke, Vinkem, Wulveringem, Zoutenaaie";
"Région flamande";"Gammerages";"Galmaarden";"Commune";"Brabant flamand";"34,93";"8 398";240;"Galmaarden, Tollembeek, Vollezele";
"Région flamande";"Gand";"Gent";"Ville";"Flandre-Orientale";"156,18";"243 366";"1 558";"Gand, Afsnee, Desteldonk, Drongen, Gentbrugge, Ledeberg, Mariakerke, Mendonk, Mont-Saint-Amand, Oostakker, Westrem-Saint-Denis, Winkel-Sainte-Croix, Wondelgem, Zwijnaarde";
"Région flamande";"Gavere";"Gavere";"Commune";"Flandre-Orientale";"31,34";"12 450";397;"Gavere, Asper, Baaigem, Dikkelvenne, Semmerzake, Vurste";
"Région flamande";"Geel";"Geel";"Ville";"Anvers";"109,85";"36 990";337;"Geel";
"Région flamande";"Geetbets";"Geetbets";"Commune";"Brabant flamand";"35,17";"5 906";168;"Geetbets, Grazen, Rummen";
"Région flamande";"Genk";"Genk";"Ville";"Limbourg";"87,85";"64 757";737;"Genk";
"Région flamande";"Gingelom";"Gingelom";"Commune";"Limbourg";"56,49";"8 121";144;"Gingelom, Boekhout, Jeuk, Cortis (Kortijs), Montenaken, Niel-bij-Sint-Truiden, Vorsen, Borlo, Buvingen, Mielen-boven-Aalst, Muizen";
"Région flamande";"Gistel";"Gistel";"Ville";"Flandre-Occidentale";"42,25";"11 727";278;"Gistel, Moere, Snaaskerke, Zevekote";
"Région flamande";"Glabbeek";"Glabbeek";"Commune";"Brabant flamand";"26,78";"5 239";196;"Bunsbeek, Glabbeek-Zuurbemde, Kapellen, Attenrode-Wever";
"Région flamande";"Gooik";"Gooik";"Commune";"Brabant flamand";"39,7";"9 015";227;"Gooik, Kester, Leerbeek, Oetingen";
"Région flamande";"Grammont";"Geraardsbergen";"Ville";"Flandre-Orientale";"79,71";"32 033";402;"Grammont, Goeferdinge, Moerbeke, Nederboelare, Onkerzele, Ophasselt, Overboelare, Viane, Zarlardinge, Grimminge, Idegem, Nieuwenhoven, Schendelbeke, Smeerebbe-Vloerzegem, Waarbeke, Zandbergen";
"Région flamande";"Grimbergen";"Grimbergen";"Commune";"Brabant flamand";"38,59";"35 169";911;"Grimbergen, Humbeek, Beigem, Strombeek-Bever";
"Région flamande";"Grobbendonk";"Grobbendonk";"Commune";"Anvers";"28,36";"10 975";387;"Grobbendonk, Bouwel";
"Région flamande";"Haacht";"Haacht";"Commune";"Brabant flamand";"30,57";"14 159";463;"Haacht, Tildonk, Kelfs, Wakkerzeel, Wespelaar";
"Région flamande";"Haaltert";"Haaltert";"Commune";"Flandre-Orientale";"30,3";"17 668";583;"Haaltert, Denderhautem, Heldergem, Kerksken";
"Région flamande";"Hal";"Halle";"Ville";"Brabant flamand";"44,4";"36 000";811;"Hal, Buizingen, Lembeek";
"Région flamande";"Halen";"Halen";"Ville";"Limbourg";"36,29";"9 136";252;"Halen, Loksbergen, Zelem";
"Région flamande";"Ham";"Ham";"Commune";"Limbourg";"32,69";"10 235";313;"Kwaadmechelen, Oostham";
"Région flamande";"Hamme";"Hamme";"Commune";"Flandre-Orientale";"40,21";"23 900";594;"Hamme, Moerzeke";
"Région flamande";"Hamont-Achel";"Hamont-Achel";"Ville";"Limbourg";"43,66";"14 094";323;"Achel, Hamont";
"Région flamande";"Harelbeke";"Harelbeke";"Ville";"Flandre-Occidentale";"29,14";"26 577";912;"Harelbeke, Bavikhove, Hulste";
"Région flamande";"Hasselt";"Hasselt";"Ville";"Limbourg";"102,24";"73 067";715;"Hasselt, Stevoort, Kuringen, Wimmertingen, Godsheide, Sint-Lambrechts-Herk";
"Région flamande";"Hautem-Saint-Liévin";"Sint-Lievens-Houtem";"Commune";"Flandre-Orientale";"26,67";"9 711";364;"Sint-Lievens-Houtem, Vlierzele, Letterhoutem, Bavegem, Zonnegem";
"Région flamande";"Hechtel-Eksel";"Hechtel-Eksel";"Commune";"Limbourg";"76,7";"11 838";154;"Hechtel, Eksel";
"Région flamande";"Heers";"Heers";"Commune";"Limbourg";"53,07";"7 018";132;"Heers, Batsheers, Gutschoven, Heks, Horpmaal, Klein-Gelmen, Mechelen-Bovelingen, Mettekoven, Opheers, Rukkelingen-Loon, Vechmaal, Veulen";
"Région flamande";"Heist-op-den-Berg";"Heist-op-den-Berg";"Commune";"Anvers";"86,46";"39 866";461;"Heist-op-den-Berg, Booischot, Hallaar, Itegem, Schriek, Wiekevorst";
"Région flamande";"Hemiksem";"Hemiksem";"Commune";"Anvers";"5,44";"10 166";"1 869";"Hemiksem";
"Région flamande";"Herck-la-Ville";"Herk-de-Stad";"Ville";"Limbourg";"42,83";"12 219";285;"Herk-de-Stad, Berbroek, Donk, Schulen";
"Région flamande";"Herent";"Herent";"Commune";"Brabant flamand";"32,73";"20 030";612;"Herent, Veltem-Beisem, Winksele";
"Région flamande";"Herentals";"Herentals";"Ville";"Anvers";"48,56";"26 759";551;"Herentals, Morkhoven, Noorderwijk";
"Région flamande";"Herenthout";"Herenthout";"Commune";"Anvers";"23,55";"8 703";370;"Herenthout";
"Région flamande";"Hérinnes";"Herne";"Commune";"Brabant flamand";"44,63";"6 573";147;"Herinnes, Herfelingen, Saint-Pierre-Cappelle";
"Région flamande";"Herselt";"Herselt";"Commune";"Anvers";"52,32";"14 247";272;"Herselt, Ramsel";
"Région flamande";"Herstappe";"Herstappe";"Commune";"Limbourg";"1,35";80;59;"Herstappe";
"Région flamande";"Herzele";"Herzele";"Commune";"Flandre-Orientale";"47,4";"17 138";362;"Herzele, Hillegem, Saint-Antelinkx, Essche-Saint-Liévin, Steenhuize-Wijnhuize, Woubrechtegem, Ressegem, Borsbeke";
"Région flamande";"Heusden-Zolder";"Heusden-Zolder";"Commune";"Limbourg";"53,23";"31 526";592;"Heusden, Zolder";
"Région flamande";"Heuvelland";"Heuvelland";"Commune";"Flandre-Occidentale";"94,24";"8 125";86;"Nieuwkerke, Mesen, De Klijte, Westouter, Kemmel, Dranouter, Loker";
"Région flamande";"Hoegaarden";"Hoegaarden";"Commune";"Brabant flamand";"33,93";"6 546";193;"Hoegaarden, Hoksem, Meldert, Outgaarden";
"Région flamande";"Hoeilaart";"Hoeilaart";"Commune";"Brabant flamand";"20,43";"10 298";504;"Hoeilaart";
"Région flamande";"Hoeselt";"Hoeselt";"Commune";"Limbourg";"30,02";"9 516";317;"Hoeselt, Romershoven, Sint-Huibrechts-Hern, Werm, Schalkhoven";
"Région flamande";"Holsbeek";"Holsbeek";"Commune";"Brabant flamand";"38,5";"9 659";251;"Holsbeek, Courtrai-Dutsel, Sint-Pieters-Rode, Nieuwrode";
"Région flamande";"Hooglede";"Hooglede";"Commune";"Flandre-Occidentale";"37,84";"9 957";263;"Hooglede, Gits";
"Région flamande";"Hoogstraten";"Hoogstraten";"Ville";"Anvers";"105,32";"19 754";188;"Hoogstraten, Meer, Minderhout, Wortel, Meerle";
"Région flamande";"Horebeke";"Horebeke";"Commune";"Flandre-Orientale";"11,2";"2 049";183;"Hoorebeke-Saint-Corneille, Hoorebeke-Sainte-Marie";
"Région flamande";"Houthalen-Helchteren";"Houthalen-Helchteren";"Commune";"Limbourg";"78,27";"30 126";385;"Houthalen, Helchteren";
"Région flamande";"Houthulst";"Houthulst";"Commune";"Flandre-Occidentale";"55,89";"9 587";172;"Houthulst, Klerken, Merkem";
"Région flamande";"Hove";"Hove";"Commune";"Anvers";"5,99";"8 199";"1 369";"Hove";
"Région flamande";"Huldenberg";"Huldenberg";"Commune";"Brabant flamand";"39,64";"9 407";237;"Huldenberg, Loonbeek, Neerijse, Ottenburg, Sint-Agatha-Rode";
"Région flamande";"Hulshout";"Hulshout";"Commune";"Anvers";"17,35";"9 864";569;"Hulshout, Houtvenne, Westmeerbeek";
"Région flamande";"Ichtegem";"Ichtegem";"Commune";"Flandre-Occidentale";"45,33";"13 839";305;"Ichtegem, Bekegem, Eernegem";
"Région flamande";"Ingelmunster";"Ingelmunster";"Commune";"Flandre-Occidentale";"16,16";"10 641";658;"Ingelmunster";
"Région flamande";"Izegem";"Izegem";"Ville";"Flandre-Occidentale";"25,48";"27 111";"1 064";"Izegem, Emelgem, Kachtem";
"Région flamande";"Jabbeke";"Jabbeke";"Commune";"Flandre-Occidentale";"53,76";"13 624";253;"Jabbeke, Snellegem, Stalhille, Varsenare, Zerkegem";
"Région flamande";"Kalmthout";"Kalmthout";"Commune";"Anvers";"59,45";"17 731";298;"Kalmthout";
"Région flamande";"Kampenhout";"Kampenhout";"Commune";"Brabant flamand";"33,49";"11 222";335;"Kampenhout, Berg, Buken, Nederokkerzeel";
"Région flamande";"Kapellen";"Kapellen";"Commune";"Anvers";"37,11";"26 427";712;"Kapellen";
"Région flamande";"Kapelle-op-den-Bos";"Kapelle-op-den-Bos";"Commune";"Brabant flamand";"15,25";"9 027";592;"Kapelle-op-den-Bos, Nieuwenrode, Ramsdonk";
"Région flamande";"Kaprijke";"Kaprijke";"Commune";"Flandre-Orientale";"33,71";"6 183";183;"Kaprijke, Lembeke";
"Région flamande";"Kasterlee";"Kasterlee";"Commune";"Anvers";"71,52";"18 136";254;"Kasterlee, Lichtaart, Tielen";
"Région flamande";"Keerbergen";"Keerbergen";"Commune";"Brabant flamand";"18,39";"12 643";687;"Keerbergen";
"Région flamande";"Kinrooi";"Kinrooi";"Commune";"Limbourg";"54,76";"12 227";223;"Kinrooi, Kessenich, Molenbeersel, Ophoven";
"Région flamande";"Kluisbergen";"Kluisbergen";"Commune";"Flandre-Orientale";"30,38";"6 436";212;"Berchem, Kwaremont, Ruien, Zulzeke";
"Région flamande";"Knesselare";"Knesselare";"Commune";"Flandre-Orientale";"37,27";"8 164";219;"Knesselare, Ursel";
"Région flamande";"Knokke-Heist";"Knokke-Heist";"Commune";"Flandre-Occidentale";"56,44";"33 825";599;"Knokke, Heist, Westkapelle, Ramskapelle";
"Région flamande";"Koekelare";"Koekelare";"Commune";"Flandre-Occidentale";"39,19";"8 423";215;"Koekelare, Bovekerke, Zande";
"Région flamande";"Kontich";"Kontich";"Commune";"Anvers";"23,67";"20 489";866;"Kontich, Waarloos";
"Région flamande";"Kortemark";"Kortemark";"Commune";"Flandre-Occidentale";55;"12 068";219;"Kortemark, Handzame, Werken";
"Région flamande";"Kortenaken";"Kortenaken";"Commune";"Brabant flamand";"49,1";"7 743";158;"Kortenaken, Ransberg, Hoeleden, Kersbeek-Miskom, Waanrode";
"Région flamande";"Kortenberg";"Kortenberg";"Commune";"Brabant flamand";"34,52";"18 937";549;"Kortenberg, Erps-Kwerps, Everberg, Meerbeek";
"Région flamande";"Kortessem";"Kortessem";"Commune";"Limbourg";"33,9";"8 318";245;"Kortessem, Vliermaalroot, Wintershoven, Guigoven, Vliermaal";
"Région flamande";"Kraainem";"Kraainem";"Commune";"Brabant flamand";"5,8";"13 368";"2 305";"Kraainem";
"Région flamande";"Kruibeke";"Kruibeke";"Commune";"Flandre-Orientale";"33,42";"15 820";473;"Kruibeke, Bazel, Rupelmonde";
"Région flamande";"Kruishoutem";"Kruishoutem";"Commune";"Flandre-Orientale";"46,76";"8 145";174;"Kruishoutem, Nokere, Wannegem-Lede";
"Région flamande";"Kuurne";"Kuurne";"Commune";"Flandre-Occidentale";"10,01";"12 902";"1 289";"Kuurne";
"Région flamande";"Laakdal";"Laakdal";"Commune";"Anvers";"42,48";"15 328";361;"Eindhout, Vorst, Varendonk, Veerle";
"Région flamande";"Laarne";"Laarne";"Commune";"Flandre-Orientale";"32,07";"12 135";378;"Laarne, Kalken";
"Région flamande";"Laethem-Saint-Martin";"Sint-Martens-Latem";"Commune";"Flandre-Orientale";"14,34";"8 326";581;"Laethem-Saint-Martin, Deurle";
"Région flamande";"Lanaken";"Lanaken";"Commune";"Limbourg";59;"25 341";430;"Lanaken, Gellik, Neerharen, Veldwezelt, Rekem";
"Région flamande";"Landen";"Landen";"Ville";"Brabant flamand";"54,05";"15 367";284;"Landen, Eliksem, Ezemaal, Laar, Neerwinden, Overwinden, Rumsdorp, Wange, Waasmont, Walsbets, Walshoutem, Wezeren, Attenhoven, Neerlanden";
"Région flamande";"Langemark-Poelkapelle";"Langemark-Poelkapelle";"Commune";"Flandre-Occidentale";"52,53";"7 829";149;"Bikschote, Langemark, Poelkapelle";
"Région flamande";"Lebbeke";"Lebbeke";"Commune";"Flandre-Orientale";"26,92";"17 989";668;"Lebbeke, Denderbelle, Wieze";
"Région flamande";"Lede";"Lede";"Commune";"Flandre-Orientale";"29,69";"17 629";594;"Lede, Impe, Oordegem, Smetlede, Wanzele";
"Région flamande";"Ledegem";"Ledegem";"Commune";"Flandre-Occidentale";"24,76";"9 530";385;"Ledegem, Rollegem-Kapelle, Sint-Eloois-Winkel";
"Région flamande";"Leeuw-Saint-Pierre";"Sint-Pieters-Leeuw";"Commune";"Brabant flamand";"40,38";"31 572";782;"Leeuw-Saint-Pierre, Oudenaken, Ruisbroek, Vlezenbeek, Sint-Laureins-Berchem";
"Région flamande";"Lendelede";"Lendelede";"Commune";"Flandre-Occidentale";"13,15";"5 589";425;"Lendelede";
"Région flamande";"Lennik";"Lennik";"Commune";"Brabant flamand";"30,8";"8 821";286;"Gaasbeek, Sint-Kwintens-Lennik, Sint-Martens-Lennik";
"Région flamande";"Lichtervelde";"Lichtervelde";"Commune";"Flandre-Occidentale";"25,93";"8 501";328;"Lichtervelde";
"Région flamande";"Liedekerke";"Liedekerke";"Commune";"Brabant flamand";"10,08";"12 354";"1 226";"Liedekerke";
"Région flamande";"Lierde";"Lierde";"Commune";"Flandre-Orientale";"26,13";"6 534";250;"Deftinge, Hemelveerdegem, Lierde-Sainte-Marie, Lierde-Saint-Martin";
"Région flamande";"Lierre";"Lier";"Ville";"Anvers";"49,7";"33 930";683;"Lierre, Koningshooikt";
"Région flamande";"Lille";"Lille";"Commune";"Anvers";"59,4";"16 213";273;"Lille, Gierle, Poederlee, Wechelderzande";
"Région flamande";"Linkebeek";"Linkebeek";"Commune";"Brabant flamand";"4,15";"4 755";"1 146";"Linkebeek";
"Région flamande";"Lint";"Lint";"Commune";"Anvers";"5,57";"8 363";"1 501";"Lint";
"Région flamande";"Linter";"Linter";"Commune";"Brabant flamand";"36,37";"7 075";195;"Drieslinter, Melkwezer, Neerhespen, Neerlinter, Orsmaal-Gussenhoven, Overhespen, Wommersom";
"Région flamande";"Lochristi";"Lochristi";"Commune";"Flandre-Orientale";"60,34";"21 386";354;"Lochristi, Beervelde, Zaffelare, Zeveneken";
"Région flamande";"Lokeren";"Lokeren";"Ville";"Flandre-Orientale";"67,5";"39 174";580;"Lokeren, Eksaarde, Daknam";
"Région flamande";"Lommel";"Lommel";"Ville";"Limbourg";"102,37";"32 917";322;"Lommel";
"Région flamande";"Londerzeel";"Londerzeel";"Commune";"Brabant flamand";"36,29";"17 655";486;"Londerzeel, Malderen, Steenhuffel";
"Région flamande";"Lo-Reninge";"Lo-Reninge";"Ville";"Flandre-Occidentale";"62,94";"3 322";53;"Lo, Noordschote, Pollinkhove, Reninge";
"Région flamande";"Louvain";"Leuven";"Ville";"Brabant flamand";"56,63";"95 463";"1 686";"Louvain, Heverlee, Kessel-Lo, Wilsele, Wijgmaal";
"Région flamande";"Lovendegem";"Lovendegem";"Commune";"Flandre-Orientale";"19,48";"9 428";484;"Lovendegem, Vinderhoute";
"Région flamande";"Lubbeek";"Lubbeek";"Commune";"Brabant flamand";"46,13";"13 772";299;"Lubbeek, Linden, Pellenberg, Binkom";
"Région flamande";"Lummen";"Lummen";"Commune";"Limbourg";"53,38";"14 293";268;"Lummen, Linkhout, Meldert";
"Région flamande";"Maarkedal";"Maarkedal";"Commune";"Flandre-Orientale";"46,63";"6 418";138;"Etikhove, Maarke-Kerkem, Nukerke, Schorisse";
"Région flamande";"Maaseik";"Maaseik";"Ville";"Limbourg";"76,94";"24 570";319;"Maaseik, Neeroeteren, Opoeteren";
"Région flamande";"Maasmechelen";"Maasmechelen";"Commune";"Limbourg";"76,28";"36 937";484;"Eisden, Leut, Mechelen-aan-de-Maas, Meeswijk, Opgrimbie, Vucht, Boorsem, Uikhoven";
"Région flamande";"Machelen";"Machelen";"Commune";"Brabant flamand";"11,59";"13 330";"1 150";"Machelen, Diegem";
"Région flamande";"Maldegem";"Maldegem";"Commune";"Flandre-Orientale";"94,64";"22 791";241;"Maldegem, Adegem, Middelburg";
"Région flamande";"Malines";"Mechelen";"Ville";"Anvers";"65,19";"80 940";"1 242";"Malines, Walem, Heffen, Hombeek, Leest, Muizen";
"Région flamande";"Malle";"Malle";"Commune";"Anvers";"51,99";"14 531";279;"Oostmalle, Westmalle";
"Région flamande";"Meerhout";"Meerhout";"Commune";"Anvers";"36,29";"9 725";268;"Meerhout";
"Région flamande";"Meeuwen-Gruitrode";"Meeuwen-Gruitrode";"Commune";"Limbourg";"91,26";"12 832";141;"Ellikom, Gruitrode, Meeuwen, Neerglabbeek, Wijshagen";
"Région flamande";"Meise";"Meise";"Commune";"Brabant flamand";"34,82";"18 382";528;"Meise, Wolvertem";
"Région flamande";"Melle";"Melle";"Commune";"Flandre-Orientale";"15,21";"10 774";708;"Melle, Gontrode";
"Région flamande";"Menin";"Menen";"Ville";"Flandre-Occidentale";"33,07";"32 530";984;"Menin, Lauwe et Rekkem";
"Région flamande";"Merchtem";"Merchtem";"Commune";"Brabant flamand";"36,72";"15 341";418;"Merchtem, Brussegem, Hamme";
"Région flamande";"Merelbeke";"Merelbeke";"Commune";"Flandre-Orientale";"36,65";"23 117";631;"Merelbeke, Bottelare, Lemberge, Melsen, Munte, Schelderode";
"Région flamande";"Merksplas";"Merksplas";"Commune";"Anvers";"44,56";"8 465";190;"Merksplas";
"Région flamande";"Messines";"Mesen";"Ville";"Flandre-Occidentale";"3,58";950;265;"Mesen";
"Région flamande";"Meulebeke";"Meulebeke";"Commune";"Flandre-Occidentale";"29,35";"11 059";377;"Meulebeke";
"Région flamande";"Middelkerke";"Middelkerke";"Commune";"Flandre-Occidentale";"75,65";"18 636";246;"Middelkerke, Wilskerke, Leffinge, Mannekensvere, Schore, Sint-Pieters-Kapelle, Slijpe, Lombardsijde, Westende";
"Région flamande";"Moerbeke";"Moerbeke";"Commune";"Flandre-Orientale";"37,8";"6 012";159;"Moerbeke";
"Région flamande";"Mol";"Mol";"Commune";"Anvers";"114,26";"34 114";299;"Mol";
"Région flamande";"Moorslede";"Moorslede";"Commune";"Flandre-Occidentale";"35,34";"10 799";306;"Moorslede, Dadizele";
"Région flamande";"Mortsel";"Mortsel";"Ville";"Anvers";"7,78";"24 737";"3 180";"Mortsel";
"Région flamande";"Nazareth";"Nazareth";"Commune";"Flandre-Orientale";"35,19";"11 204";318;"Nazareth, Eke";
"Région flamande";"Neerpelt";"Neerpelt";"Commune";"Limbourg";"42,78";"16 448";384;"Neerpelt, Sint-Huibrechts-Lille";
"Région flamande";"Nevele";"Nevele";"Commune";"Flandre-Orientale";"51,98";"11 785";227;"Nevele, Hansbeke, Landegem, Merendree, Poesele, Vosselare";
"Région flamande";"Niel";"Niel";"Commune";"Anvers";"5,27";"9 268";"1 759";"Niel";
"Région flamande";"Nieuport";"Nieuwpoort";"Ville";"Flandre-Occidentale";31;"11 267";363;"Nieuwpoort, Ramskapelle, Sint-Joris";
"Région flamande";"Nieuwerkerken";"Nieuwerkerken";"Commune";"Limbourg";"22,46";"6 732";300;"Nieuwerkerken, Binderveld, Kozen, Wijer";
"Région flamande";"Nijlen";"Nijlen";"Commune";"Anvers";"39,09";"21 572";552;"Nijlen, Bevel, Kessel";
"Région flamande";"Ninove";"Ninove";"Ville";"Flandre-Orientale";"72,57";"36 675";505;"Ninove, Appelterre-Eichem, Denderwindeke, Lieferinge, Nederhasselt, Okegem, Voorde, Pollare, Meerbeke, Neigem, Aspelare, Outer";
"Région flamande";"Olen";"Olen";"Commune";"Anvers";"23,17";"11 749";507;"Olen";
"Région flamande";"Oosterzele";"Oosterzele";"Commune";"Flandre-Orientale";"43,12";"13 334";309;"Oosterzele, Balegem, Gijzenzele, Landskouter, Moortsele, Scheldewindeke";
"Région flamande";"Oostkamp";"Oostkamp";"Commune";"Flandre-Occidentale";"79,65";"22 452";282;"Oostkamp, Hertsberge, Ruddervoorde, Waardamme";
"Région flamande";"Oostrozebeke";"Oostrozebeke";"Commune";"Flandre-Occidentale";"16,62";"7 559";455;"Oostrozebeke";
"Région flamande";"Opglabbeek";"Opglabbeek";"Commune";"Limbourg";"24,98";"10 053";402;"Opglabbeek";
"Région flamande";"Opwijk";"Opwijk";"Commune";"Brabant flamand";"19,69";"13 270";674;"Opwijk, Mazenzele";
"Région flamande";"Ostende";"Oostende";"Ville";"Flandre-Occidentale";"37,72";"69 064";"1 831";"Ostende, Stene, Zandvoorde";
"Région flamande";"Oudenburg";"Oudenburg";"Ville";"Flandre-Occidentale";"35,38";"8 972";254;"Oudenberg, Ettelgem, Roksem, Westkerke";
"Région flamande";"Oud-Heverlee";"Oud-Heverlee";"Commune";"Brabant flamand";"31,15";"11 043";355;"Oud-Heverlee, Sint-Joris-Weert, Blanden, Haasrode, Vaalbeek";
"Région flamande";"Overijse";"Overijse";"Commune";"Brabant flamand";"44,43";"24 430";550;"Overijse";
"Région flamande";"Overpelt";"Overpelt";"Commune";"Limbourg";"40,85";"14 054";344;"Overpelt";
"Région flamande";"La Panne";"De Panne";"Commune";"Flandre-Occidentale";"23,9";"10 614";444;"De Panne, Adinkerke";
"Région flamande";"Peer";"Peer";"Ville";"Limbourg";"86,95";"16 157";186;"Peer, Grote-Brogel, Kleine-Brogel, Wijchmaal";
