code postal,insee,article,ville,ARTICLE,VILLE,libelle,region,nom region,dep,nom dep,longitude,latitude,codex,metaphone
54120,54039,,Baccarat,,BACCARAT,BACCARAT,41,LORRAINE,54,Meurthe-et-Moselle,48.4485299,6.7335021,B263,PKRT
54540,54040,,Badonviller,,BADONVILLER,BADONVILLER,41,LORRAINE,54,Meurthe-et-Moselle,48.4988387,6.894624,B351,PTNFLR
54170,54041,,Bagneux,,BAGNEUX,BAGNEUX,41,LORRAINE,54,Meurthe-et-Moselle,48.5584179,5.8797284,B252,PNKS
54290,54042,,Bainville-aux-Miroirs,,BAINVILLE-AUX-MIROIRS,BAINVILLE AUX MIROIRS,41,LORRAINE,54,Meurthe-et-Moselle,48.4399722,6.2792739,B514,PNFLKSMRRS
54550,54043,,Bainville-sur-Madon,,BAINVILLE-SUR-MADON,BAINVILLE SUR MADON,41,LORRAINE,54,Meurthe-et-Moselle,48.5875275,6.0971468,B514,PNFLSRMTN
54450,54044,,Barbas,,BARBAS,BARBAS,41,LORRAINE,54,Meurthe-et-Moselle,48.5748936,6.8454525,B612,PRPS
54360,54045,,Barbonville,,BARBONVILLE,BARBONVILLE,41,LORRAINE,54,Meurthe-et-Moselle,48.5551336,6.3455282,B615,PRPNFL
54170,54046,,Barisey-au-Plain,,BARISEY-AU-PLAIN,BARISEY AU PLAIN,41,LORRAINE,54,Meurthe-et-Moselle,48.5250301,5.8415416,B621,PRSPLN
54170,54047,,Barisey-la-Côte,,BARISEY-LA-COTE,BARISEY LA COTE,41,LORRAINE,54,Meurthe-et-Moselle,48.542758,5.842391,B624,PRSLKT
54150,54048,Les,Baroches,LES,BAROCHES,LES BAROCHES,41,LORRAINE,54,Meurthe-et-Moselle,49.2311627,5.8908781,B622,PRXSLS
54620,54049,,Baslieux,,BASLIEUX,BASLIEUX,41,LORRAINE,54,Meurthe-et-Moselle,49.4338376,5.7569387,B242,PSLKS
54370,54050,,Bathelémont-lès-Bauzemont,,BATHELEMONT-LES-BAUZEMONT,BATHELEMONT LES BAUZEMONT,41,LORRAINE,54,Meurthe-et-Moselle,48.6920046,6.5238531,B345,P0LMNTLSPSMNT
54980,54051,,Batilly,,BATILLY,BATILLY,41,LORRAINE,54,Meurthe-et-Moselle,49.1761207,5.9619957,B340,PTL
54115,54052,,Battigny,,BATTIGNY,BATTIGNY,41,LORRAINE,54,Meurthe-et-Moselle,48.4494405,5.9785422,B325,PTN
54370,54053,,Bauzemont,,BAUZEMONT,BAUZEMONT,41,LORRAINE,54,Meurthe-et-Moselle,48.6731767,6.527857,B255,PSMNT
54290,54054,,Bayon,,BAYON,BAYON,41,LORRAINE,54,Meurthe-et-Moselle,48.4765596,6.3130161,B500,PN
54890,54055,,Bayonville-sur-Mad,,BAYONVILLE-SUR-MAD,BAYONVILLE SUR MAD,41,LORRAINE,54,Meurthe-et-Moselle,49.0146213,5.9903347,B514,PNFLSRMT
54620,54056,,Bazailles,,BAZAILLES,BAZAILLES,41,LORRAINE,54,Meurthe-et-Moselle,49.4077915,5.7640353,B242,PSLS
54470,54057,,Beaumont,,BEAUMONT,BEAUMONT,41,LORRAINE,54,Meurthe-et-Moselle,48.8518596,5.7872714,B553,PMNT
54800,54058,,Béchamps,,BECHAMPS,BECHAMPS,41,LORRAINE,54,Meurthe-et-Moselle,49.2115502,5.7389408,B251,PXMPS
54610,54059,,Belleau,,BELLEAU,BELLEAU,41,LORRAINE,54,Meurthe-et-Moselle,48.830418,6.1797787,B400,PL
54940,54060,,Belleville,,BELLEVILLE,BELLEVILLE,41,LORRAINE,54,Meurthe-et-Moselle,48.8149839,6.0919348,B414,PLFL
54450,54061,,Bénaménil,,BENAMENIL,BENAMENIL,41,LORRAINE,54,Meurthe-et-Moselle,48.5695193,6.6735631,B555,PNMNL
54740,54062,,Benney,,BENNEY,BENNEY,41,LORRAINE,54,Meurthe-et-Moselle,48.5129497,6.2210031,B500,PN
54470,54063,,Bernécourt,,BERNECOURT,BERNECOURT,41,LORRAINE,54,Meurthe-et-Moselle,48.843172,5.8444586,B652,PRNKRT
54480,54064,,Bertrambois,,BERTRAMBOIS,BERTRAMBOIS,41,LORRAINE,54,Meurthe-et-Moselle,48.6051232,6.9855239,B636,PRTRMPS
54120,54065,,Bertrichamps,,BERTRICHAMPS,BERTRICHAMPS,41,LORRAINE,54,Meurthe-et-Moselle,48.4295379,6.7928322,B636,PRTRXMPS
54640,54066,,Bettainvillers,,BETTAINVILLERS,BETTAINVILLERS,41,LORRAINE,54,Meurthe-et-Moselle,49.2996588,5.9044706,B351,PTNFLRS
54620,54067,,Beuveille,,BEUVEILLE,BEUVEILLE,41,LORRAINE,54,Meurthe-et-Moselle,49.4316717,5.6882978,B140,PFL
54115,54068,,Beuvezin,,BEUVEZIN,BEUVEZIN,41,LORRAINE,54,Meurthe-et-Moselle,48.3793084,5.9594189,B125,PFSN
54560,54069,,Beuvillers,,BEUVILLERS,BEUVILLERS,41,LORRAINE,54,Meurthe-et-Moselle,49.3835608,5.9159423,B146,PFLRS
54760,54070,,Bey-sur-Seille,,BEY-SUR-SEILLE,BEY SUR SEILLE,41,LORRAINE,54,Meurthe-et-Moselle,48.8043529,6.3414603,B262,PSRSL
54370,54071,,Bezange-la-Grande,,BEZANGE-LA-GRANDE,BEZANGE LA GRANDE,41,LORRAINE,54,Meurthe-et-Moselle,48.7458197,6.4742151,B252,PSNJLKRNT
54380,54072,,Bezaumont,,BEZAUMONT,BEZAUMONT,41,LORRAINE,54,Meurthe-et-Moselle,48.8534605,6.1110514,B255,PSMNT
54200,54073,,Bicqueley,,BICQUELEY,BICQUELEY,41,LORRAINE,54,Meurthe-et-Moselle,48.626097,5.9110096,B240,PKL
54300,54074,,Bienville-la-Petite,,BIENVILLE-LA-PETITE,BIENVILLE LA PETITE,41,LORRAINE,54,Meurthe-et-Moselle,48.6380396,6.5094122,B514,PNFLLPTT
54540,54075,,Bionville,,BIONVILLE,BIONVILLE,41,LORRAINE,54,Meurthe-et-Moselle,48.4843689,7.0098501,B514,PNFL
54360,54076,,Blainville-sur-l'Eau,,BLAINVILLE-SUR-L'EAU,BLAINVILLE SUR L EAU,41,LORRAINE,54,Meurthe-et-Moselle,48.5555645,6.4054388,B451,PLNFLSRL
54450,54077,,Blâmont,,BLAMONT,BLAMONT,41,LORRAINE,54,Meurthe-et-Moselle,48.5876409,6.8436405,B455,PLMNT
54450,54078,,Blémerey,,BLEMEREY,BLEMEREY,41,LORRAINE,54,Meurthe-et-Moselle,48.5822918,6.7336235,B456,PLMR
54700,54079,,Blénod-lès-Pont-à-Mousson,,BLENOD-LES-PONT-A-MOUSSON,BLENOD LES PONT A MOUSSON,41,LORRAINE,54,Meurthe-et-Moselle,48.8834977,6.0533625,B453,PLNTLSPNTMSN
54113,54080,,Blénod-lès-Toul,,BLENOD-LES-TOUL,BLENOD LES TOUL,41,LORRAINE,54,Meurthe-et-Moselle,48.5986793,5.8314427,B453,PLNTLSTL
54620,54081,,Boismont,,BOISMONT,BOISMONT,41,LORRAINE,54,Meurthe-et-Moselle,49.4055568,5.7364369,B255,PSMNT
54800,54082,,Boncourt,,BONCOURT,BONCOURT,41,LORRAINE,54,Meurthe-et-Moselle,49.1677251,5.8292071,B526,PNKRT
54300,54083,,Bonviller,,BONVILLER,BONVILLER,41,LORRAINE,54,Meurthe-et-Moselle,48.6324188,6.4968427,B514,PNFLR
54111,54084,,Mont-Bonvillers,,MONT-BONVILLERS,MONT BONVILLERS,41,LORRAINE,54,Meurthe-et-Moselle,49.3250117,5.8339717,M531,MNTPNFLRS
54290,54085,,Borville,,BORVILLE,BORVILLE,41,LORRAINE,54,Meurthe-et-Moselle,48.4476049,6.3920892,B614,PRFL
54200,54086,,Boucq,,BOUCQ,BOUCQ,41,LORRAINE,54,Meurthe-et-Moselle,48.7490714,5.7589741,B200,PK
54470,54087,,Bouillonville,,BOUILLONVILLE,BOUILLONVILLE,41,LORRAINE,54,Meurthe-et-Moselle,48.9449951,5.8412062,B451,PLNFL
54200,54088,,Bouvron,,BOUVRON,BOUVRON,41,LORRAINE,54,Meurthe-et-Moselle,48.741195,5.8818427,B165,PFRN
54770,54089,,Bouxières-aux-Chênes,,BOUXIERES-AUX-CHENES,BOUXIERES AUX CHENES,41,LORRAINE,54,Meurthe-et-Moselle,48.772442,6.2600308,B262,PKSRSKSXNS
54136,54090,,Bouxières-aux-Dames,,BOUXIERES-AUX-DAMES,BOUXIERES AUX DAMES,41,LORRAINE,54,Meurthe-et-Moselle,48.7583236,6.1614564,B262,PKSRSKSTMS
54700,54091,,Bouxières-sous-Froidmont,,BOUXIERES-SOUS-FROIDMONT,BOUXIERES SOUS FROIDMONT,41,LORRAINE,54,Meurthe-et-Moselle,48.9556526,6.0902162,B262,PKSRSSSFRTMNT
54930,54092,,Bouzanville,,BOUZANVILLE,BOUZANVILLE,41,LORRAINE,54,Meurthe-et-Moselle,48.3738567,6.1032786,B251,PSNFL
54800,54093,,Brainville,,BRAINVILLE,BRAINVILLE,41,LORRAINE,54,Meurthe-et-Moselle,49.1285138,5.8042022,B651,PRNFL
54740,54094,,Bralleville,,BRALLEVILLE,BRALLEVILLE,41,LORRAINE,54,Meurthe-et-Moselle,48.4046006,6.1910569,B641,PRLFL
54610,54095,,Bratte,,BRATTE,BRATTE,41,LORRAINE,54,Meurthe-et-Moselle,48.813968,6.2154597,B630,PRT
54190,54096,,Bréhain-la-Ville,,BREHAIN-LA-VILLE,BREHAIN LA VILLE,41,LORRAINE,54,Meurthe-et-Moselle,49.4379051,5.8803456,B654,PRHNLFL
54540,54097,,Bréménil,,BREMENIL,BREMENIL,41,LORRAINE,54,Meurthe-et-Moselle,48.5231522,6.9190843,B655,PRMNL
54290,54098,,Brémoncourt,,BREMONCOURT,BREMONCOURT,41,LORRAINE,54,Meurthe-et-Moselle,48.4887613,6.3525894,B655,PRMNKRT
54150,54099,,Briey,,BRIEY,BRIEY,41,LORRAINE,54,Meurthe-et-Moselle,49.2472656,5.9391444,B600,PR
54280,54100,,Brin-sur-Seille,,BRIN-SUR-SEILLE,BRIN SUR SEILLE,41,LORRAINE,54,Meurthe-et-Moselle,48.7812372,6.3527276,B652,PRNSRSL
54120,54101,,Brouville,,BROUVILLE,BROUVILLE,41,LORRAINE,54,Meurthe-et-Moselle,48.4977393,6.7496052,B614,PRFL
54200,54102,,Bruley,,BRULEY,BRULEY,41,LORRAINE,54,Meurthe-et-Moselle,48.7063377,5.8485992,B640,PRL
54800,54103,,Bruville,,BRUVILLE,BRUVILLE,41,LORRAINE,54,Meurthe-et-Moselle,49.132358,5.9163343,B614,PRFL
54110,54104,,Buissoncourt,,BUISSONCOURT,BUISSONCOURT,41,LORRAINE,54,Meurthe-et-Moselle,48.6769713,6.3444365,B252,PSNKRT
54113,54105,,Bulligny,,BULLIGNY,BULLIGNY,41,LORRAINE,54,Meurthe-et-Moselle,48.5754711,5.8517511,B425,PLN
54370,54106,,Bures,,BURES,BURES,41,LORRAINE,54,Meurthe-et-Moselle,48.6944086,6.5769058,B620,PRS
54450,54107,,Buriville,,BURIVILLE,BURIVILLE,41,LORRAINE,54,Meurthe-et-Moselle,48.5393168,6.7086224,B614,PRFL
54210,54108,,Burthecourt-aux-Chênes,,BURTHECOURT-AUX-CHENES,BURTHECOURT AUX CHENES,41,LORRAINE,54,Meurthe-et-Moselle,48.5846053,6.2480827,B632,PR0KRTKSXNS
54134,54109,,Ceintrey,,CEINTREY,CEINTREY,41,LORRAINE,54,Meurthe-et-Moselle,48.5240411,6.1677737,C536,SNTR
54420,54110,,Cerville,,CERVILLE,CERVILLE,41,LORRAINE,54,Meurthe-et-Moselle,48.6962429,6.3129365,C614,SRFL
54230,54111,,Chaligny,,CHALIGNY,CHALIGNY,41,LORRAINE,54,Meurthe-et-Moselle,48.6241195,6.0843877,C425,XLN
54890,54112,,Chambley-Bussières,,CHAMBLEY-BUSSIERES,CHAMBLEY BUSSIERES,41,LORRAINE,54,Meurthe-et-Moselle,49.0483849,5.8991224,C514,XMPLPSRS
54280,54113,,Champenoux,,CHAMPENOUX,CHAMPENOUX,41,LORRAINE,54,Meurthe-et-Moselle,48.7420392,6.350164,C515,XMPNKS
54700,54114,,Champey-sur-Moselle,,CHAMPEY-SUR-MOSELLE,CHAMPEY SUR MOSELLE,41,LORRAINE,54,Meurthe-et-Moselle,48.9572632,6.0585013,C512,XMPSRMSL
54250,54115,,Champigneulles,,CHAMPIGNEULLES,CHAMPIGNEULLES,41,LORRAINE,54,Meurthe-et-Moselle,48.7267379,6.1394576,C512,XMPNLS
54300,54116,,Chanteheux,,CHANTEHEUX,CHANTEHEUX,41,LORRAINE,54,Meurthe-et-Moselle,48.5996752,6.5335218,C532,XNTHKS
54330,54117,,Chaouilley,,CHAOUILLEY,CHAOUILLEY,41,LORRAINE,54,Meurthe-et-Moselle,48.4388825,6.067647,C400,XL
54260,54118,,Charency-Vezin,,CHARENCY-VEZIN,CHARENCY VEZIN,41,LORRAINE,54,Meurthe-et-Moselle,49.48377,5.5115754,C652,XRNSFSN
54470,54119,,Charey,,CHAREY,CHAREY,41,LORRAINE,54,Meurthe-et-Moselle,49.0009645,5.8796878,C600,XR
54113,54120,,Charmes-la-Côte,,CHARMES-LA-COTE,CHARMES LA COTE,41,LORRAINE,54,Meurthe-et-Moselle,48.6264386,5.8278853,C652,XRMSLKT
54360,54121,,Charmois,,CHARMOIS,CHARMOIS,41,LORRAINE,54,Meurthe-et-Moselle,48.5402825,6.3839156,C652,XRMS
54200,54122,,Chaudeney-sur-Moselle,,CHAUDENEY-SUR-MOSELLE,CHAUDENEY SUR MOSELLE,41,LORRAINE,54,Meurthe-et-Moselle,48.6525743,5.9057205,C352,XTNSRMSL
54230,54123,,Chavigny,,CHAVIGNY,CHAVIGNY,41,LORRAINE,54,Meurthe-et-Moselle,48.6280447,6.1231358,C125,XFN
54450,54124,,Chazelles-sur-Albe,,CHAZELLES-SUR-ALBE,CHAZELLES SUR ALBE,41,LORRAINE,54,Meurthe-et-Moselle,48.5893922,6.7783493,C242,XSLSSRLP
54122,54125,,Chenevières,,CHENEVIERES,CHENEVIERES,41,LORRAINE,54,Meurthe-et-Moselle,48.5169236,6.6304181,C516,XNFRS
54610,54126,,Chenicourt,,CHENICOURT,CHENICOURT,41,LORRAINE,54,Meurthe-et-Moselle,48.8570638,6.2924176,C526,XNKRT
54720,54127,,Chenières,,CHENIERES,CHENIERES,41,LORRAINE,54,Meurthe-et-Moselle,49.4710233,5.7649063,C562,XNRS
54200,54128,,Choloy-Ménillot,,CHOLOY-MENILLOT,CHOLOY MENILLOT,41,LORRAINE,54,Meurthe-et-Moselle,48.6619411,5.8150527,C455,XLMNLT
54480,54129,,Cirey-sur-Vezouze,,CIREY-SUR-VEZOUZE,CIREY SUR VEZOUZE,41,LORRAINE,54,Meurthe-et-Moselle,48.5833157,6.9438683,C626,SRSRFSS
54290,54130,,Clayeures,,CLAYEURES,CLAYEURES,41,LORRAINE,54,Meurthe-et-Moselle,48.4730129,6.4028786,C462,KLRS
54610,54131,,Clémery,,CLEMERY,CLEMERY,41,LORRAINE,54,Meurthe-et-Moselle,48.8945755,6.1872112,C456,KLMR
54330,54132,,Clérey-sur-Brenon,,CLEREY-SUR-BRENON,CLEREY SUR BRENON,41,LORRAINE,54,Meurthe-et-Moselle,48.5075889,6.1382202,C462,KLRSRPRNN
54370,54133,,Coincourt,,COINCOURT,COINCOURT,41,LORRAINE,54,Meurthe-et-Moselle,48.699755,6.6101143,C526,KNKRT
54260,54134,,Colmey,,COLMEY,COLMEY,41,LORRAINE,54,Meurthe-et-Moselle,49.457653,5.5572067,C450,KLM
54170,54135,,Colombey-les-Belles,,COLOMBEY-LES-BELLES,COLOMBEY LES BELLES,41,LORRAINE,54,Meurthe-et-Moselle,48.5287857,5.8969804,C451,KLMPLSPLS
54800,54136,,Conflans-en-Jarnisy,,CONFLANS-EN-JARNISY,CONFLANS EN JARNISY,41,LORRAINE,54,Meurthe-et-Moselle,49.1672879,5.8542407,C514,KNFLNSNJRNS
54870,54137,,Cons-la-Grandville,,CONS-LA-GRANDVILLE,CONS LA GRANDVILLE,41,LORRAINE,54,Meurthe-et-Moselle,49.4831307,5.7001168,C524,KNSLKRNTFL
54400,54138,,Cosnes-et-Romain,,COSNES-ET-ROMAIN,COSNES ET ROMAIN,41,LORRAINE,54,Meurthe-et-Moselle,49.5197564,5.7128003,C252,KSNSTRMN
54110,54139,,Courbesseaux,,COURBESSEAUX,COURBESSEAUX,41,LORRAINE,54,Meurthe-et-Moselle,48.6893505,6.3970995,C612,KRPSKS
54930,54140,,Courcelles,,COURCELLES,COURCELLES,41,LORRAINE,54,Meurthe-et-Moselle,48.3726462,6.0377975,C624,KRSLS
54210,54141,,Coyviller,,COYVILLER,COYVILLER,41,LORRAINE,54,Meurthe-et-Moselle,48.5874962,6.2827679,C146,KFLR
54740,54142,,Crantenoy,,CRANTENOY,CRANTENOY,41,LORRAINE,54,Meurthe-et-Moselle,48.4679561,6.2309985,C653,KRNTN
54170,54143,,Crépey,,CREPEY,CREPEY,41,LORRAINE,54,Meurthe-et-Moselle,48.5284468,5.9728217,C610,KRP
54290,54144,,Crévéchamps,,CREVECHAMPS,CREVECHAMPS,41,LORRAINE,54,Meurthe-et-Moselle,48.5252808,6.2630684,C612,KRFXMPS
54110,54145,,Crévic,,CREVIC,CREVIC,41,LORRAINE,54,Meurthe-et-Moselle,48.6390529,6.4026248,C612,KRFK
54113,54146,,Crézilles,,CREZILLES,CREZILLES,41,LORRAINE,54,Meurthe-et-Moselle,48.5844221,5.8797231,C624,KRSLS
54300,54147,,Crion,,CRION,CRION,41,LORRAINE,54,Meurthe-et-Moselle,48.6395389,6.5274758,C650,KRN
54300,54148,,Croismare,,CROISMARE,CROISMARE,41,LORRAINE,54,Meurthe-et-Moselle,48.5993463,6.5731156,C625,KRSMR
54680,54149,,Crusnes,,CRUSNES,CRUSNES,41,LORRAINE,54,Meurthe-et-Moselle,49.4349213,5.9145743,C625,KRSNS
54670,54150,,Custines,,CUSTINES,CUSTINES,41,LORRAINE,54,Meurthe-et-Moselle,48.7911575,6.1416975,C235,KSTNS
54720,54151,,Cutry,,CUTRY,CUTRY,41,LORRAINE,54,Meurthe-et-Moselle,49.483607,5.7441103,C360,KTR
54360,54152,,Damelevières,,DAMELEVIERES,DAMELEVIERES,41,LORRAINE,54,Meurthe-et-Moselle,48.5571376,6.3873076,D541,TMLFRS
54470,54153,,Dampvitoux,,DAMPVITOUX,DAMPVITOUX,41,LORRAINE,54,Meurthe-et-Moselle,49.0123174,5.8434294,D513,TMPFTKS
54120,54154,,Deneuvre,,DENEUVRE,DENEUVRE,41,LORRAINE,54,Meurthe-et-Moselle,48.4465744,6.7347412,D516,TNFR
54370,54155,,Deuxville,,DEUXVILLE,DEUXVILLE,41,LORRAINE,54,Meurthe-et-Moselle,48.6180451,6.4556734,D214,TKSFL
54930,54156,,Diarville,,DIARVILLE,DIARVILLE,41,LORRAINE,54,Meurthe-et-Moselle,48.3947116,6.1312203,D614,TRFL
54380,54157,,Dieulouard,,DIEULOUARD,DIEULOUARD,41,LORRAINE,54,Meurthe-et-Moselle,48.8424871,6.0688809,D463,TLRT
54170,54158,,Dolcourt,,DOLCOURT,DOLCOURT,41,LORRAINE,54,Meurthe-et-Moselle,48.4916568,5.9751132,D426,TLKRT
54110,54159,,Dombasle-sur-Meurthe,,DOMBASLE-SUR-MEURTHE,DOMBASLE SUR MEURTHE,41,LORRAINE,54,Meurthe-et-Moselle,48.6269164,6.3512556,D512,TMPSLSRMR0
54385,54160,,Domèvre-en-Haye,,DOMEVRE-EN-HAYE,DOMEVRE EN HAYE,41,LORRAINE,54,Meurthe-et-Moselle,48.818373,5.9303969,D516,TMFRN
54450,54161,,Domèvre-sur-Vezouze,,DOMEVRE-SUR-VEZOUZE,DOMEVRE SUR VEZOUZE,41,LORRAINE,54,Meurthe-et-Moselle,48.561284,6.805437,D516,TMFRSRFSS
54119,54162,,Domgermain,,DOMGERMAIN,DOMGERMAIN,41,LORRAINE,54,Meurthe-et-Moselle,48.6466983,5.8394246,D526,TMKRMN
54450,54163,,Domjevin,,DOMJEVIN,DOMJEVIN,41,LORRAINE,54,Meurthe-et-Moselle,48.5749254,6.6974555,D521,TMJFN
54115,54164,,Dommarie-Eulmont,,DOMMARIE-EULMONT,DOMMARIE EULMONT,41,LORRAINE,54,Meurthe-et-Moselle,48.4321399,6.0300171,D564,TMRLMNT
54130,54165,,Dommartemont,,DOMMARTEMONT,DOMMARTEMONT,41,LORRAINE,54,Meurthe-et-Moselle,48.7123898,6.2142939,D563,TMRTMNT
54470,54166,,Dommartin-la-Chaussée,,DOMMARTIN-LA-CHAUSSEE,DOMMARTIN LA CHAUSSEE,41,LORRAINE,54,Meurthe-et-Moselle,49.0113866,5.8619579,D563,TMRTNLXS
54200,54167,,Dommartin-lès-Toul,,DOMMARTIN-LES-TOUL,DOMMARTIN LES TOUL,41,LORRAINE,54,Meurthe-et-Moselle,48.669373,5.9067185,D563,TMRTNLSTL
54770,54168,,Dommartin-sous-Amance,,DOMMARTIN-SOUS-AMANCE,DOMMARTIN SOUS AMANCE,41,LORRAINE,54,Meurthe-et-Moselle,48.7403755,6.2557295,D563,TMRTNSSMNS
54490,54169,,Domprix,,DOMPRIX,DOMPRIX,41,LORRAINE,54,Meurthe-et-Moselle,49.3313287,5.755701,D516,TMPRKS
54290,54170,,Domptail-en-l'Air,,DOMPTAIL-EN-L'AIR,DOMPTAIL EN L AIR,41,LORRAINE,54,Meurthe-et-Moselle,48.5140697,6.3264798,D513,TMPTLNLR
54800,54171,,Doncourt-lès-Conflans,,DONCOURT-LES-CONFLANS,DONCOURT LES CONFLANS,41,LORRAINE,54,Meurthe-et-Moselle,49.1439484,5.9323753,D526,TNKRTLSKNFLNS
54620,54172,,Doncourt-lès-Longuyon,,DONCOURT-LES-LONGUYON,DONCOURT LES LONGUYON,41,LORRAINE,54,Meurthe-et-Moselle,49.4405279,5.7107611,D526,TNKRTLSLNKN
54370,54173,,Drouville,,DROUVILLE,DROUVILLE,41,LORRAINE,54,Meurthe-et-Moselle,48.6707062,6.407912,D614,TRFL
54200,54174,,Écrouves,,ECROUVES,ECROUVES,41,LORRAINE,54,Meurthe-et-Moselle,48.6805394,5.8251876,E261,AKRFS
54360,54175,,Einvaux,,EINVAUX,EINVAUX,41,LORRAINE,54,Meurthe-et-Moselle,48.4910731,6.3965933,E512,ANFKS
54370,54176,,Einville-au-Jard,,EINVILLE-AU-JARD,EINVILLE AU JARD,41,LORRAINE,54,Meurthe-et-Moselle,48.6558171,6.4891697,E514,ANFLJRT
54370,54177,,Emberménil,,EMBERMENIL,EMBERMENIL,41,LORRAINE,54,Meurthe-et-Moselle,48.6294849,6.6960027,E516,AMPRMNL
54260,54178,,Épiez-sur-Chiers,,EPIEZ-SUR-CHIERS,EPIEZ SUR CHIERS,41,LORRAINE,54,Meurthe-et-Moselle,49.4917866,5.5045683,E126,APSSRXRS
54610,54179,,Éply,,EPLY,EPLY,41,LORRAINE,54,Meurthe-et-Moselle,48.9187874,6.1804669,E140,APL
54280,54180,,Erbéviller-sur-Amezule,,ERBEVILLER-SUR-AMEZULE,ERBEVILLER SUR AMEZULE,41,LORRAINE,54,Meurthe-et-Moselle,48.7297231,6.3858377,E611,ARPFLRSRMSL
54680,54181,,Errouville,,ERROUVILLE,ERROUVILLE,41,LORRAINE,54,Meurthe-et-Moselle,49.4157899,5.9027132,E614,ARFL
54470,54182,,Essey-et-Maizerais,,ESSEY-ET-MAIZERAIS,ESSEY ET MAIZERAIS,41,LORRAINE,54,Meurthe-et-Moselle,48.9195709,5.8107417,E235,ASTMSRS
54830,54183,,Essey-la-Côte,,ESSEY-LA-COTE,ESSEY LA COTE,41,LORRAINE,54,Meurthe-et-Moselle,48.4252356,6.4688606,E242,ASLKT
54270,54184,,Essey-lès-Nancy,,ESSEY-LES-NANCY,ESSEY LES NANCY,41,LORRAINE,54,Meurthe-et-Moselle,48.7063318,6.237892,E242,ASLSNNS
54330,54185,,Étreval,,ETREVAL,ETREVAL,41,LORRAINE,54,Meurthe-et-Moselle,48.4557932,6.0525748,E361,ATRFL
54690,54186,,Eulmont,,EULMONT,EULMONT,41,LORRAINE,54,Meurthe-et-Moselle,48.750605,6.2245814,E455,ALMNT
54470,54187,,Euvezin,,EUVEZIN,EUVEZIN,41,LORRAINE,54,Meurthe-et-Moselle,48.9239392,5.8384672,E125,AFSN
54760,54188,,Faulx,,FAULX,FAULX,41,LORRAINE,54,Meurthe-et-Moselle,48.7935692,6.2017216,F420,FLKS
54115,54189,,Favières,,FAVIERES,FAVIERES,41,LORRAINE,54,Meurthe-et-Moselle,48.4638993,5.9577978,F162,FFRS
54115,54190,,Fécocourt,,FECOCOURT,FECOCOURT,41,LORRAINE,54,Meurthe-et-Moselle,48.4052512,6.0090557,F226,FKKRT
54540,54191,,Fenneviller,,FENNEVILLER,FENNEVILLER,41,LORRAINE,54,Meurthe-et-Moselle,48.4875043,6.8807455,F514,FNFLR
54210,54192,,Ferrières,,FERRIERES,FERRIERES,41,LORRAINE,54,Meurthe-et-Moselle,48.5558637,6.2940577,F662,FRRS
54470,54193,,Fey-en-Haye,,FEY-EN-HAYE,FEY EN HAYE,41,LORRAINE,54,Meurthe-et-Moselle,48.9027938,5.9617428,F500,FN
54560,54194,,Fillières,,FILLIERES,FILLIERES,41,LORRAINE,54,Meurthe-et-Moselle,49.4031326,5.8436771,F462,FLRS
54110,54195,,Flainval,,FLAINVAL,FLAINVAL,41,LORRAINE,54,Meurthe-et-Moselle,48.6200847,6.3996664,F451,FLNFL
54630,54196,,Flavigny-sur-Moselle,,FLAVIGNY-SUR-MOSELLE,FLAVIGNY SUR MOSELLE,41,LORRAINE,54,Meurthe-et-Moselle,48.572564,6.1862388,F412,FLFNSRMSL
54710,54197,,Fléville-devant-Nancy,,FLEVILLE-DEVANT-NANCY,FLEVILLE DEVANT NANCY,41,LORRAINE,54,Meurthe-et-Moselle,48.625047,6.2027385,F414,FLFLTFNTNNS
54150,54198,,Fléville-Lixières,,FLEVILLE-LIXIERES,FLEVILLE LIXIERES,41,LORRAINE,54,Meurthe-et-Moselle,49.2451561,5.822639,F414,FLFLLKSRS
54122,54199,,Flin,,FLIN,FLIN,41,LORRAINE,54,Meurthe-et-Moselle,48.4975277,6.6539581,F450,FLN
54470,54200,,Flirey,,FLIREY,FLIREY,41,LORRAINE,54,Meurthe-et-Moselle,48.8753927,5.8477456,F460,FLR
54122,54201,,Fontenoy-la-Joûte,,FONTENOY-LA-JOUTE,FONTENOY LA JOUTE,41,LORRAINE,54,Meurthe-et-Moselle,48.456465,6.6595853,F535,FNTNLJT
54840,54202,,Fontenoy-sur-Moselle,,FONTENOY-SUR-MOSELLE,FONTENOY SUR MOSELLE,41,LORRAINE,54,Meurthe-et-Moselle,48.7109415,5.9824949,F535,FNTNSRMSL
54330,54203,,Forcelles-Saint-Gorgon,,FORCELLES-SAINT-GORGON,FORCELLES ST GORGON,41,LORRAINE,54,Meurthe-et-Moselle,48.4570771,6.100811,F624,FRSLSSNTKRKN
54930,54204,,Forcelles-sous-Gugney,,FORCELLES-SOUS-GUGNEY,FORCELLES SOUS GUGNEY,41,LORRAINE,54,Meurthe-et-Moselle,48.3973927,6.0783817,F624,FRSLSSSKKN
54570,54205,,Foug,,FOUG,FOUG,41,LORRAINE,54,Meurthe-et-Moselle,48.6848513,5.78704,F200,FK
54300,54206,,Fraimbois,,FRAIMBOIS,FRAIMBOIS,41,LORRAINE,54,Meurthe-et-Moselle,48.5295422,6.5413899,F651,FRMPS
